TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
FSIC,14565,30263510,17APR2014,31DEC2018,1
FSIH,14049,57118V10,19SEP2013,19MAY2015,1
FSIH,14049,05501X10,18JUN2015,03JUN2016,1
FSIH,,,16FEB2017,,6
FSII,75434,30263310,20APR1989,11OCT2012,1
FSIN,79519,36113C10,20APR2006,14JAN2008,1
FSIN,79519,36113E10,17JAN2008,26DEC2012,1
FSIX,89597,33938T10,19JUN2003,31DEC2018,1
FSKY,36282,33629710,17SEP1987,21AUG1992,1
FSLA,10037,35462310,15OCT1987,16NOV1988,1
FSLA,10037,35463010,30NOV1988,02SEP1991,1
FSLA,10037,35245610,19SEP1991,23OCT2002,1
FSLA,10037,35242V10,14NOV2002,27APR2004,1
FSLB,84736,33709Q10,19OCT2000,01JAN2001,1
FSLB,84736,56034R10,18JAN2001,01JUN2006,1
FSLK,,,20NOV2003,01DEC2004,6
FSLL,12787,G3727Q10,16JUN2011,07DEC2015,1
FSLN,90251,35687M10,19AUG2004,19JAN2005,1
FSLN,90435,35687M20,20JAN2005,01DEC2006,1
FSLR,91611,33643310,14DEC2006,31DEC2018,1
FSLY,,,20JUN2019,,6
FSM,47036,34482010,20APR2000,09JUN2006,1
FSMM,12982,34991510,16AUG2012,31DEC2018,2
FSNJ,81207,07288310,18SEP1997,22MAR1999,1
FSNM,79828,33645310,14JUL1994,27JUL2010,1
FSNR,37277,34659010,14JUN1984,22MAY1996,1
FSNR,37277,87082710,20JUN1996,28AUG2002,1
FSNU,,,20OCT2005,,6
FSOL,,,17OCT1996,31DEC1998,6
FSON,83658,36112810,18JUL1996,03MAY2002,1
FSOU,78885,33644G10,16JUN1994,02JUN1995,1
FSOU,,,14DEC1995,26JUN2000,6
FSP,54500,35158610,16FEB1978,18SEP1985,1
FSP,54500,35146910,17OCT1985,18DEC1986,1
FSPG,11263,32051P10,19NOV1992,27JUN1993,1
FSPG,11263,32051B10,20JUN1996,31JUL1998,4
FSPP,90755,35471R10,16JUN2005,31DEC2018,1
FSPT,85181,33793110,16OCT1997,02MAR2001,1
FSPX,,,16OCT2003,15AUG2008,6
FSR,91887,G3529T10,19APR2007,17MAY2010,1
FSR,91887,L3466T10,20MAY2010,29NOV2012,1
FSRC,,,15APR2004,06DEC2006,6
FSRL,,,18NOV2004,09AUG2017,6
FSS,47706,31385510,15DEC1978,31DEC2018,1
FSSC,92694,31678A10,19JUN2008,17OCT2017,1
FSSC,92694,67401P10,19OCT2017,31DEC2018,1
FSSS,86455,81369Y60,20MAY2004,31JUL2018,1
FSST,87830,31187710,16MAR2000,20JUN2003,1
FSST,,,17JUL2003,15AUG2004,6
FST,75164,34659210,14JAN1988,31JAN1989,1
FSTA,,,15JUL2010,13JUL2016,6
FSTA,17368,67109R10,28MAR2018,31DEC2018,1
FSTC,90667,31188F10,14APR2005,29SEP2005,1
FSTF,90480,33708M20,20JAN2005,25MAY2009,1
FSTH,81556,33645B10,18SEP1997,23APR2002,1
FSTM,77358,34659270,16APR1992,13OCT1995,1
FSTR,37402,35006010,15SEP1983,31DEC2018,1
FSV1,81208,33761N10,19SEP1996,01JUN2015,1
FSV1,81208,19469310,18JUN2015,31DEC2018,1
FSVA,11506,31637810,16MAR1989,19AUG1993,1
FSVA,11506,31583110,16SEP1993,30AUG2012,1
FSVF,,,16OCT1997,31DEC1997,6
FSWB,,,20MAR2008,10OCT2008,6
FSYS,37357,34968910,14JUL1983,30JUN1987,1
FSYS,37357,88690710,16JUL1987,02OCT1995,1
FSYS,,,19DEC1996,31DEC2002,6
FT,11981,35671510,15JAN1976,07APR1981,1
FTAI,15351,34960P10,18JUN2015,31DEC2018,1
FTBK,85978,35907K10,18FEB1999,24NOV2009,1
FTBK,85978,35907K20,17DEC2009,30APR2010,1
FTC,76678,35939710,15AUG1991,07OCT1996,1
FTCG,79585,31973410,16OCT1997,16OCT2003,1
FTCH,18077,30744W10,18OCT2018,31DEC2018,1
FTD,57103,34720010,14JUN1984,14JAN2010,1
FTDC,14247,30281V10,14NOV2013,31DEC2018,1
FTDC,,,20JUN2019,,6
FTDG,90554,30267U10,17FEB2005,26AUG2008,1
FTDI,89415,30265Q10,14NOV2002,24FEB2004,1
FTDR,18064,35905A10,18OCT2018,31DEC2018,1
FTE,85425,35177Q10,14MAY1998,30JUN2013,1
FTE,85425,68406010,18JUL2013,31DEC2018,1
FTEC,34810,31729310,19APR1984,07AUG1985,1
FTEK,79586,35952310,19MAY1994,31DEC2018,1
FTEN,36397,33716210,15JAN1976,20APR2004,1
FTEN,36397,32051710,20MAY2004,31DEC2018,1
FTF,81783,88180110,15AUG1996,31OCT2000,1
FTFC,75851,31996010,02NOV1989,29OCT2004,1
FTFF,90160,33733U10,17MAR2005,19OCT2017,1
FTFL,12615,36116M10,23MAR2011,16MAR2018,1
FTFN,83508,32022110,17JUN1999,16APR2002,1
FTG,11315,31156530,15NOV2001,29DEC2005,1
FTG,,,19JAN2006,14NOV2006,6
FTGI,,,17JAN2008,30SEP2008,6
FTGX,88161,31565310,20JUL2000,11MAY2003,1
FTGX,88161,31565330,15MAY2003,24MAY2005,1
FTGX,88161,31565340,16JUN2005,09SEP2009,1
FTHL,87607,G3529L10,20APR2000,12JUN2002,1
FTHL,,,19SEP2002,31DEC2004,6
FTHR,80932,31305410,15DEC1994,01AUG2006,1
FTI,16538,G8711010,16FEB2017,31DEC2018,1
FTI1,89004,30249U10,19JUL2001,13JAN2017,1
FTIC,83509,34551810,20JUN1996,22JUN1998,1
FTIC,83509,30294110,16JUL1998,31DEC2018,1
FTII,90556,36113B30,17FEB2005,12MAY2014,1
FTII,90556,36113B40,15MAY2014,06MAY2018,1
FTII,90556,36116X10,17MAY2018,31DEC2018,1
FTII,,,20JUN2019,,6
FTIL,35802,32053610,17NOV1983,28FEB1992,1
FTK,90783,34338910,20OCT2005,31DEC2018,1
FTL,71984,35941610,03MAR1987,04MAR1999,1
FTL,71984,G3682L10,18MAR1999,20APR2000,1
FTL,,,18MAY2000,12FEB2002,6
FTME,,,20JUL2006,31DEC2008,6
FTNB,84079,35989410,17JUL1997,04MAY1999,1
FTNT,93132,34959E10,17DEC2009,31DEC2018,1
FTPS,79829,30266010,20JAN1994,26AUG1998,1
FTR,21522,35937010,15JAN1976,23DEC1986,1
FTR,71976,35936910,21JAN1987,16FEB1989,1
FTRS,,,20SEP2007,31DEC2012,6
FTS,83985,34491210,14NOV1996,26DEC2003,1
FTS,,,18MAR2004,12JUN2009,6
FTS1,81706,34903110,16OCT1997,14JUN2000,1
FTSB,11846,31995410,14APR1988,07APR1992,1
FTSC,35511,31992110,14JUN1984,19DEC1990,1
FTSC,35511,33592710,24DEC1990,28JAN1994,1
FTSI,17273,30283W10,15MAR2018,31DEC2018,1
FTSP,11757,33715710,18JUL1991,15OCT2001,1
FTSV,17883,34983P10,16AUG2018,31DEC2018,1
FTTR,10222,35832110,16OCT1986,08DEC1993,1
FTTR,10222,35832120,20JAN1994,26FEB1996,1
FTVWI,16087,34959J10,14JUL2016,31DEC2018,1
FTX,62877,35671410,14MAY1981,22OCT1995,1
FTX,62877,35671440,16NOV1995,22DEC1997,1
FU04,79490,35967810,15APR2004,31DEC2018,1
FU05,,,15APR2004,13NOV2013,6
FU0A,79536,36091210,15APR2004,03JAN2007,1
FU0A,79536,36091230,18JAN2007,19MAR2007,1
FUBC,77891,33740710,14JUN1993,11NOV1997,1
FUDD,37859,35951710,19JUL1984,24NOV1988,1
FUDD,37859,23406810,15DEC1988,20JAN1992,1
FUDD,37859,23406820,20FEB1992,17JUL1997,1
FUE1,84311,86292410,15JUL1999,13FEB2007,1
FUE1,84311,78453M10,15FEB2007,30SEP2009,1
FUE1,84311,78453M20,15OCT2009,28SEP2011,1
FUEL,10841,39830010,17AUG1989,13DEC1994,1
FUFS,88066,33741410,16APR1987,30SEP1987,1
FUIS,,,15APR2004,08OCT2014,6
FUJA,,,14JAN1988,06SEP2002,6
FUJI,37867,35958630,09JUN1982,01OCT2006,1
FUJI,37867,35958N10,19OCT2006,31JUL2009,1
FUJI,,,20AUG2009,,6
FULB,,,20NOV2003,15MAY2004,6
FULD,,,14JAN1988,31MAR2009,6
FULE,14164,77311110,17OCT2013,05SEP2017,1
FULL,37875,35969410,19AUG1976,31DEC2018,1
FULT,88197,36027110,18AUG1988,31DEC2018,1
FULZ,12309,35967110,16SEP2010,03NOV2016,1
FUN,75041,15018510,14JAN1988,31DEC2018,1
FUNC,36469,33735810,15JAN1976,03SEP2001,1
FUNC,36469,92990310,18OCT2001,31DEC2008,1
FUNN,79831,62454710,19JAN1995,01MAY1997,1
FUNN,79831,56118210,19JUN1997,16NOV1999,1
FUQI,92306,36102A20,15NOV2007,28MAR2011,1
FUR,50614,33740010,15JAN1976,30NOV2005,1
FUR,50614,97639110,15DEC2005,30NOV2008,1
FUR,50614,97639130,18DEC2008,01AUG2016,1
FURX,93392,36106P10,17JUN2010,01JUL2014,1
FUS,77634,33743H10,16JUL1992,27JUN1997,1
FUSA,80818,35038410,16MAR1995,22JAN2004,1
FUSC,80627,33741010,20JUL1995,13MAR1998,1
FUSE,82700,35953610,15FEB1996,12NOV1999,1
FUSN,80530,36112910,14JUL1994,04AUG1997,1
FUT,75346,35514510,20FEB2003,16MAY2013,1
FUTD,77889,33741H10,18JUN1998,12MAR2018,1
FUTK,,,16AUG2007,15FEB2008,6
FUTR,10346,46635010,17AUG1989,06DEC1994,1
FUTR,10346,46635030,14SEP1995,02JUN1997,2
FUTR,10346,44951810,03JUN1997,12JAN1998,5
FUTR,10346,44951820,13JAN1998,13DEC2002,1
FUTR,,,20NOV2003,15AUG2004,6
FUV,16927,03958710,19JUL2018,31DEC2018,1
FUWA,,,14NOV2002,31MAR2005,6
FVB,52265,33747710,15JAN1976,01JUL2003,1
FVCX,85979,33748510,18JUN1998,09AUG1998,1
FVCX,85979,30266P10,20AUG1998,06FEB2001,1
FVCX,85979,33748410,15FEB2001,29JUN2003,1
FVCX,85979,33748430,17JUL2003,24AUG2004,1
FVCX,,,16SEP2004,18SEP2007,6
FVDF,17285,33735A10,17JUN2004,15DEC2006,1
FVDF,89807,33734H10,18JAN2007,21FEB2007,1
FVE,89252,33832D10,17JAN2002,31DEC2018,1
FVF,75291,31791610,19MAY1988,14JUL1992,1
FVF,,,18FEB1993,02FEB1996,6
FVHI,84312,33748610,16JAN1997,16DEC1998,1
FVHI,84312,59078710,17DEC1998,18JAN2002,1
FVIM,,,17SEP1998,06SEP2002,6
FVLF,17282,33735D10,17JUN2004,20JUL2006,1
FVRL,90594,31208840,17FEB2005,24SEP2008,1
FVRL,,,14MAY2009,31DEC2014,6
FVRR,,,18JUL2019,,6
FVWE,92295,00972010,24SEP2007,13APR2011,1
FVWE,92295,96040V10,14APR2011,05SEP2012,1
FWB,53209,33757010,15JAN1976,02JAN1989,1
FWB,53209,33761C10,19JAN1989,19NOV1998,1
FWBI,75626,33750510,17SEP1992,06AUG1999,1
FWC,18112,35024410,15JAN1976,28MAY2001,1
FWC,18112,G3653510,14JUN2001,15DEC2004,1
FWC,18112,G3653513,03JUN2005,08FEB2009,1
FWC,18112,H2717810,19FEB2009,03DEC2014,1
FWCH,75523,33759610,20OCT1988,02JUN1991,1
FWCH,75523,02083710,20JUN1991,04DEC1997,1
FWCO,77416,33752710,18JUN1992,20SEP1993,1
FWCO,77416,30217410,14OCT1993,27APR1997,1
FWCO,77416,72142R10,15MAY1997,20JUN1999,1
FWCO,77416,72142Y10,15JUL1999,29OCT1999,1
FWES,41021,33753110,20MAY1982,31OCT1994,1
FWF,40811,30735110,15JUN1978,13SEP1991,1
FWF,86951,96063110,15JUN1999,29AUG2003,1
FWHT,88163,31779410,14FEB2002,12JUN2005,1
FWHT,88163,55311R10,16JUN2005,08JUN2009,1
FWHT,88163,92535G10,18JUN2009,17AUG2010,1
FWHT,88163,92535G20,19AUG2010,01MAR2012,1
FWIN,13527,33829M10,16AUG2012,31DEC2018,1
FWIS,87770,33762530,20APR2000,11FEB2001,1
FWIS,87770,92335X10,15FEB2001,15NOV2001,1
FWIS,,,16MAY2002,10OCT2006,6
FWMC,18191,06211J10,24OCT2018,31DEC2018,1
FWNC,88130,34933710,17APR1986,27MAR1998,1
FWO,56397,33760710,18AUG1983,30DEC1988,1
FWP,15009,34986J10,20NOV2014,31DEC2018,1
FWRX,84612,31659P10,19JUN1997,24AUG2000,1
FWRX,,,14JUN2001,15MAY2004,6
FWSH,81707,33748950,19OCT1995,28FEB2001,1
FWWB,82575,33620W10,14DEC1995,27JUL1998,1
FWWB,82575,33748T10,20AUG1998,29OCT2000,1
FWWB,82575,06652V10,16NOV2000,31MAY2011,1
FWWB,82575,06652V20,16JUN2011,31DEC2018,1
FWZL,77643,31982910,10JUN1992,31DEC2018,1
FX,86401,35138T10,17DEC1998,21MAR2005,1
FXCB,91501,35137P10,02OCT2006,28JUN2010,1
FXCB,91501,35137T10,15JUL2010,30JUN2016,1
FXCM,12446,30269310,16DEC2010,30SEP2015,1
FXCM,12446,30269320,15OCT2015,26FEB2017,1
FXCM,12446,37891B10,16MAR2017,28DEC2017,1
FXD,91995,33734X10,19JUL2007,14JUN2012,1
FXGI,,,20MAY2004,15AUG2004,6
FXM,67520,35165310,15DEC1983,14MAR1986,1
FXNC,,,16MAR2006,01FEB2018,6
FXRE,92526,30270910,17JAN2008,01MAY2009,1
FYBR,11782,22674J10,14APR1988,30JUN1992,1
FYII,82821,30271210,14MAR1996,13FEB2002,1
FYII,82821,83616710,14MAR2002,12JUL2006,1
FZID,,,20OCT1988,14DEC1994,6
FZID,80083,33932450,15DEC1994,22MAR1996,1
FZON,,,18JAN2007,15FEB2012,6
FZON,14548,74316X10,27MAR2014,31DEC2018,1
G,19721,39802810,15JAN1976,14MAY1991,1
G,19721,25247010,16MAY1991,15AUG1996,1
G,83821,25247D10,19SEP1996,29MAR2004,1
G0OD,89823,37653610,14AUG2003,31DEC2018,1
G1,69892,38095610,16JUN1994,31OCT2000,1
G1,69892,38095640,16NOV2000,31DEC2018,1
G22,,,19DEC2002,18AUG2010,6
G22,12840,20575010,10JUN2011,09NOV2017,1
G22,12840,20575020,16NOV2017,31DEC2018,1
GA,64960,40273310,08APR1983,16AUG1985,1
GA0E,84833,M5252310,15APR2004,27DEC2017,1
GA0G,85404,36381210,15APR2004,14MAY2008,1
GABL,69980,36239710,20FEB2003,14DEC2006,1
GAC,84028,40273410,10OCT1996,30JUL1999,1
GAC1,,,20JUL2000,17SEP2003,6
GAC1,90030,36828910,03FEB2004,14MAR2006,1
GACC,81557,36874910,17AUG1995,17FEB1998,1
GACC,,,19MAR1998,06DEC2002,6
GACH,,,20MAY2010,31MAR2015,6
GACO,10008,36547310,18SEP1986,21NOV1988,1
GADZ,82492,36255310,16NOV1995,11FEB2004,1
GADZ,,,14OCT2004,17FEB2005,6
GAEO,38085,36354410,18AUG1983,30SEP1999,1
GAEO,38085,64116F10,14OCT1999,12MAY2000,1
GAF,41953,36142810,15JAN1976,29MAR1989,1
GAF1,83226,36143710,17JUL1997,24MAY2004,1
GAFA,11466,36740830,18JUN1992,29AUG1994,1
GAFC,86966,39160110,19AUG1999,21FEB2007,1
GAG,92393,37451110,15NOV2007,18JUL2014,1
GAGA,12353,52116810,18NOV2010,02DEC2014,1
GAHH,,,16NOV2006,31DEC2014,6
GAI,53794,38520110,14FEB1985,31MAY1988,1
GAI1,85958,G3932010,18JUN1998,10DEC2008,1
GAI1,85958,G3932011,18DEC2008,24SEP2013,1
GAIA,87321,36268Q10,16DEC1999,14JUL2016,1
GAIA,87321,36269P10,18AUG2016,31DEC2018,1
GAIM,93042,81941U10,15OCT2009,18NOV2015,1
GAIN,10822,36312710,06NOV1986,20NOV2005,1
GAIN,10822,36312720,15DEC2005,07JUN2009,1
GAIN,10822,36312730,18JUN2009,27JAN2011,1
GAIT,48697,51570710,17DEC1992,23JUL2009,1
GAIT,48697,70455G10,20AUG2009,21JUL2010,1
GALN,88631,36324010,16MAY2002,27JUN2004,1
GALN,88631,93443W10,15JUL2004,04JAN2005,1
GALT,85182,M4729810,18SEP1997,19JAN2001,1
GALX,11681,36317520,18FEB1999,16NOV2000,1
GALX,11681,36317Q10,14DEC2000,05MAY2006,1
GALX,,,18MAY2006,11FEB2009,6
GAM,18622,36880210,20JUL1978,14APR2010,1
GAM2,89845,36491510,16SEP2004,18JUN2007,2
GAM2,89845,36467T10,19JUN2007,13JUN2011,2
GAM2,89845,05155C10,16JUN2011,02JUL2015,2
GAMA,38157,36465710,14APR1983,30OCT1998,1
GAMB,38106,36464320,17NOV1983,15MAR1996,1
GAME,80123,36465R10,17MAR1994,15OCT1996,1
GAMI,54340,38989320,15DEC1983,14AUG1995,1
GAMM,,,19JUN2003,24NOV2004,6
GAMN,,,19SEP2002,19MAR2007,6
GAMO,,,20OCT2005,10APR2006,6
GAMS,,,17APR2003,15MAY2004,6
GAN,32096,36480210,19AUG1976,10MAY2002,1
GANC,,,16NOV2006,31DEC2008,6
GAND,78425,36471710,01NOV1982,25JUL1997,1
GANI,90729,37654610,14JUL2005,31DEC2018,1
GANL,77541,36352K10,18JUN1992,04JAN2002,1
GANL,,,17JAN2002,15AUG2004,6
GAO,26120,36882010,15JAN1976,08MAR1983,1
GAP,26657,39006410,14OCT1976,10DEC2010,1
GAP,,,14JUL2011,28FEB2013,6
GAQC,91860,37185Y10,19APR2007,29SEP2008,1
GARB,,,18JUL2002,20DEC2005,6
GARI,79386,36900210,20JAN1994,15NOV1994,1
GARM,,,18DEC2003,01JUN2004,6
GARN,11726,36625510,16APR1992,17DEC1997,1
GARS,13826,36655410,16MAY2013,31DEC2018,1
GART,10490,36664910,20NOV1986,08AUG1988,1
GART,79698,36665110,18NOV1993,31DEC2018,1
GAS,48274,65408610,14OCT1976,09DEC2011,1
GASE,90502,36722010,06DEC2004,25APR2013,1
GASE,,,16MAY2013,12NOV2013,6
GASI,79833,39678110,17NOV1994,29AUG1997,1
GASS,79587,02926U30,15FEB1996,20DEC1998,1
GASS,79587,02928010,14JAN1999,19AUG1999,1
GATE,79973,36783310,17FEB1994,31MAY1999,1
GATE,79973,36762610,17JUN1999,16OCT2007,1
GATO,88269,36409110,14FEB1985,02NOV1998,1
GATS,40388,40216010,16FEB1984,01APR1991,1
GATS,40388,40262810,18APR1991,30APR1997,1
GATT,85823,38519420,16MAR2000,28MAR2001,1
GATW,75546,36760510,16MAR1989,04FEB1990,1
GATW,75546,36760110,15FEB1990,19NOV1993,1
GAUT,38325,36904610,15JAN1976,22MAR1982,1
GAXI,,,19DEC2002,15SEP2004,6
GAXI,90990,36318B10,23NOV2005,30NOV2007,1
GB,75256,40132110,20JUL1989,23JAN1995,1
GBAM,,,17APR2008,31DEC2010,6
GBAN,10715,36758010,14MAY1987,20JUL1995,1
GBAY,39993,39154110,17JUN1982,17APR1985,1
GBBK,83974,39164810,19JUN1997,28SEP2007,1
GBBS,11838,39013810,16FEB1989,29MAR1995,1
GBBS,,,14MAR1996,26JUN2000,6
GBC,83233,39762410,06MAR1996,31DEC2018,1
GBCB,11808,36147510,16MAR1989,20OCT2003,1
GBCO,40396,40218210,14JUN1984,22MAY1986,1
GBCT,78152,36149F10,18MAR1993,12FEB1996,1
GBDC,93352,38173M10,15APR2010,31DEC2018,1
GBE,62885,40009510,18AUG1983,31JAN1993,1
GBE,62885,40009520,18FEB1993,05JAN2012,1
GBE,,,19JAN2012,14MAR2013,6
GBFC,76354,36149H10,21AUG1990,13SEP1998,1
GBFC,76354,80137810,17SEP1998,01MAR2002,1
GBFP,,,14AUG2003,31JAN2014,6
GBG2,78741,39012410,16SEP2004,14SEP2012,2
GBG2,,,17APR2014,15SEP2016,6
GBGI,,,17FEB2011,28FEB2015,6
GBH,88925,36150A10,17JUL2003,02SEP2004,1
GBH,,,16SEP2004,07JUN2005,6
GBHL,,,16FEB1995,10SEP2003,6
GBI,79896,11942H10,20JAN1994,11AUG2000,1
GBI,,,20DEC2001,31DEC2003,6
GBII,,,17AUG1989,15SEP1990,6
GBIX,82810,37957F10,19NOV1998,12APR2005,1
GBIX,,,15MAR2007,30SEP2010,6
GBIZ,79491,39981710,20JAN1994,18NOV2001,1
GBIZ,79491,97425010,20DEC2001,31DEC2018,1
GBL,86593,36239Y10,18MAR1999,28AUG2005,1
GBL,86593,36143810,15SEP2005,31DEC2018,1
GBLD,11169,36928210,20AUG1987,05JUN1992,1
GBLX,86326,G3921A10,17SEP1998,30JAN2002,1
GBLX,,,14FEB2002,18FEB2004,6
GBLX,90009,G3921A17,19FEB2004,03OCT2011,1
GBMS,,,20NOV1986,31DEC1989,6
GBNC,88480,40076210,16OCT1986,27DEC1994,1
GBND,38333,36915410,15JAN1976,16AUG2005,1
GBNG,,,20APR2006,21AUG2008,6
GBNK,85980,36730410,19NOV1998,22MAY2002,1
GBNK,85980,17668010,20JUN2002,30SEP2002,1
GBNK,85980,17668210,17OCT2002,28SEP2012,1
GBOO,,,18NOV2004,,6
GBOT,83512,36485410,20JUN1996,29JAN1999,1
GBOT,,,20MAR2003,15MAR2004,6
GBP,80178,36241810,19MAY1994,30SEP2005,1
GBPB,,,20SEP2007,05OCT2009,6
GBR,32360,39013610,16AUG1979,31JUL1980,1
GBS,25291,36910010,20JUL1978,27MAR1986,1
GBSI,76172,40368710,18OCT1990,16FEB1995,1
GBSN,15010,39013L10,16JUL2015,10DEC2015,1
GBSN,15010,39013L40,17DEC2015,30MAR2016,1
GBSN,15010,39013L50,14APR2016,15SEP2016,1
GBSN,,,20OCT2016,31DEC2017,6
GBSX,,,16JUN2011,03JUL2013,6
GBSY,,,14APR2005,31MAR2010,6
GBT,86371,37934X10,20APR2000,28JUN2002,1
GBT,,,15AUG2002,15MAY2004,6
GBTB,,,17NOV1994,31DEC2006,6
GBTC,,,16JUL2015,11FEB2019,6
GBTV,77261,38724110,19NOV1992,04AUG2004,1
GBWL,,,19OCT2000,01SEP2004,6
GBX,80719,39365710,15SEP1994,31DEC2018,1
GBXO,,,20NOV2008,26AUG2014,6
GBZ,,,20FEB2003,28APR2005,6
GC,58261,38527210,15MAY1980,31JUL1981,1
GCA,40192,36155610,15JAN1976,23APR1987,1
GCA,,,16JUN1988,31DEC1989,6
GCAB,81559,36930Q10,18APR1996,13NOV1998,1
GCAM,78887,36465L10,20JAN1994,28NOV1995,1
GCAM,,,14DEC1995,08APR1997,6
GCAP,12451,36268W10,16DEC2010,31DEC2018,1
GCB,90885,37896710,20OCT2005,23AUG2015,1
GCB,90885,30034T10,17SEP2015,31DEC2018,1
GCBC,87069,39435710,08JUL1999,31DEC2018,1
GCBK,10003,39031810,16APR1987,15DEC1995,1
GCCC,10079,36938610,18SEP1986,14MAR1995,1
GCCO,76135,38732810,19JUL1990,31DEC2018,1
GCE1,79834,39986420,20JAN1994,11DEC1995,1
GCER,56136,36932510,16OCT1986,07JUL1989,1
GCFB,,,18APR2002,16JUN2004,6
GCFB,89102,38724Q10,17JUN2004,13JAN2010,1
GCFB,89102,38724Q40,18FEB2010,25APR2013,1
GCFC,86526,38527S10,18FEB1999,14MAY2003,1
GCFC,86526,15346Q10,15MAY2003,17DEC2009,1
GCG,83449,36933210,20JUN1996,15JUL2001,1
GCG,,,19JUL2001,09MAR2006,6
GCGC,39301,38089410,17JUN2004,04JUN2008,1
GCHI,80933,37445010,17NOV1994,21DEC1999,1
GCI,47941,36473010,15JAN1976,28JUN2015,1
GCI,47941,87901J10,16JUL2015,31DEC2018,1
GCIH,,,17AUG2006,26SEP2008,6
GCLE,,,14NOV2002,25OCT2013,6
GCM1,85291,37956X10,18SEP1997,10DEC2013,1
GCN,40838,36935210,15JAN1976,14MAR1993,1
GCN,40838,41163G10,15APR1993,12JUL2001,1
GCNC,84776,36930010,19JUN1997,05JUN2018,1
GCO,21055,37153210,20JUL1978,31DEC2018,1
GCOM,39731,38919010,20MAR1986,29AUG2002,1
GCOM,39731,38937520,19SEP2002,18OCT2006,1
GCOM,83989,38937510,19OCT2006,31DEC2018,1
GCOM/1,83989,38919020,16JUL1998,29AUG2002,1
GCOM/1,83989,38937510,19SEP2002,18OCT2006,1
GCOM/1,39731,38937520,19OCT2006,13MAR2018,1
GCOR,88441,36870910,14SEP2000,21APR2005,1
GCPWI,15917,36164Y10,18FEB2016,31DEC2018,1
GCR,75295,36814510,15SEP1988,05APR2002,1
GCR1,82701,G3774N10,14MAR1996,12JUN1997,1
GCRA,88373,38086810,16JUL1987,20JUL1992,1
GCRA,88373,12613010,20AUG1992,18MAY1993,1
GCRA,88373,20221810,20MAY1993,30APR2006,1
GCRA,88373,63741710,18MAY2006,31DEC2018,1
GCRE,60644,36930710,20JUL1978,04SEP1980,1
GCT,90378,36188G10,18NOV2004,11JUN2008,1
GCTA,,,18MAY2006,,6
GCTI,85010,37193110,17JUL1997,21JAN2000,1
GCTY,86328,37247V10,17SEP1998,28MAY1999,1
GCW,86120,37370110,16JUL1998,26JUN2002,1
GCX,79902,36155Q10,17MAR1994,12JUN2001,1
GCX,,,19JUL2001,06DEC2002,6
GD,12052,36955010,15JAN1976,31DEC2018,1
GDBN,88933,67070E10,20MAY2004,16JAN2014,1
GDC,62607,36948710,15JAN1981,21AUG2001,1
GDC,,,18OCT2001,15MAY2004,6
GDDY,15315,38023710,14MAY2015,31DEC2018,1
GDEN,87232,36519910,14OCT1999,18JAN2001,1
GDEN,,,20FEB2003,10SEP2003,6
GDF,63183,36949110,15JUL1982,28JUL1986,1
GDFB,79769,79491410,19FEB2004,08OCT2006,4
GDFB,79769,95766G10,09OCT2006,20MAY2010,1
GDFI,76546,14018010,15DEC1994,05JUL1995,1
GDFI,,,17APR1997,08AUG1997,6
GDFY,39213,38029810,20DEC1979,25NOV1987,1
GDFZ,,,18SEP2008,10JAN2014,6
GDI,16692,36555P10,15JUN2017,31DEC2018,1
GDIG,,,19DEC2002,15AUG2004,6
GDIN,,,20MAY2004,23JUN2004,6
GDJK,76571,67097110,20MAY2004,03JUL2012,1
GDLS,,,20MAR2003,31DEC2015,6
GDM,75166,38093410,12AUG1987,31MAY1991,1
GDMI,80446,36555810,19MAY1994,30JUL2013,1
GDMK,88381,38238710,07NOV1985,31JUL1998,1
GDMN,93285,38111910,19MAR2010,31DEC2018,1
GDNH,,,18NOV2004,17SEP2014,6
GDNH,14925,10501E20,30SEP2014,31DEC2018,1
GDNO,86962,38238R10,02JUN1999,29JUL1999,1
GDNO,86962,29247610,19AUG1999,14JUN2001,1
GDOC,,,16NOV2006,,6
GDOT,11664,39304D10,19AUG2010,31DEC2018,1
GDS,32256,37869420,19APR1979,30JUN1987,1
GDSC,83266,36759610,19SEP1996,05NOV1997,1
GDSC,,,20MAR2003,15MAR2004,6
GDT,81126,40169810,16FEB1995,21APR2006,1
GDV,67918,36949710,20MAR1986,05NOV1990,1
GDV,,,18JUL1991,15APR1992,6
GDV,78760,04855610,10JUL1992,10DEC1998,1
GDVS,81488,39168810,16OCT1997,30JAN2007,1
GDVS,91731,01892110,15FEB2007,17JAN2011,1
GDVS,91731,01890A10,20JAN2011,07AUG2012,1
GDW,53479,38131710,14JUL1977,29SEP2006,1
GDX,59547,37244210,19MAY1983,22MAR1987,1
GDX,59547,37244220,14MAY1987,01MAR1999,1
GDYN,88357,37246N10,19JUN1986,28MAR1996,1
GDYS,77026,38258810,19DEC1991,27JAN2006,1
GE,12060,36960410,15JAN1976,31DEC2018,1
GE1K,,,15APR2004,15AUG2005,6
GE1S,,,15APR2004,31DEC2011,6
GE1U,38755,37247610,15APR2004,31JUL2012,1
GE1V,,,15APR2004,31OCT2008,6
GE1W,,,15APR2004,28JUL2010,6
GEAA,,,14MAY2009,,6
GEB,25910,37371210,15JAN1976,25AUG1994,1
