TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
CCNE,86384,12612810,16MAY2002,31DEC2018,1
CCNM,,,20JUL2006,07OCT2010,6
CCNY,,,18JAN1990,31DEC1990,6
CCO,,,19AUG1999,31DEC2004,6
CCO2,83188,13321L10,16SEP2004,31DEC2018,2
CCOM,52740,19562140,20DEC2001,07JUN2002,1
CCOM,,,17JUN2004,30APR2018,6
CCON,23588,17273610,20OCT1983,05JAN1999,1
CCOW,82813,14006510,20NOV1997,17APR2005,1
CCOW,82813,14006520,19MAY2005,10FEB2009,1
CCOW,,,14MAY2009,31DEC2010,6
CCP,28142,15003310,19MAY1977,30JUL1984,1
CCP,28142,15003610,16AUG1984,09DEC1986,1
CCP2,77814,12489910,17SEP1992,31AUG1995,1
CCPA,25372,20339110,15JUL1982,30JUN1986,1
CCPL,26535,20889610,14JUL1983,31DEC1986,1
CCPR,77361,15091910,17SEP1992,02FEB1997,1
CCPR,77361,21868N10,20FEB1997,01SEP1998,1
CCPR,77361,15116N10,17SEP1998,24AUG1999,1
CCPT,26316,20600310,14JUN1979,29JUN1990,1
CCPWI,15598,14162410,20AUG2015,16AUG2017,1
CCR,64565,22237210,14JUL1983,30JUN2008,1
CCRC,12323,13466Y10,18NOV2010,02MAR2016,1
CCRD,85458,20618610,20NOV1997,07JUN2005,1
CCRN,89167,22748P10,20DEC2001,13MAY2003,1
CCRN,89167,22748310,15MAY2003,31DEC2018,1
CCRO,79807,18876710,20JAN1994,05APR2001,1
CCRO,,,17MAY2001,31DEC2001,6
CCRT,86819,20478N10,20MAY1999,30JUN2009,1
CCRT,86819,20478T10,16JUL2009,02DEC2012,1
CCRT,86819,04914Y10,20DEC2012,31DEC2012,1
CCS,63116,20500310,15NOV1979,10FEB1989,1
CCS1,87055,22160710,19DEC1985,21OCT1993,1
CCS1,87055,74143W10,18NOV1993,05FEB1997,1
CCS1,87055,22160Q10,20FEB1997,29AUG1999,1
CCS1,87055,22160K10,16SEP1999,31DEC2018,1
CCSC,80613,19247810,15SEP1994,03AUG1998,1
CCSI,27992,68504010,19DEC1985,16AUG1987,1
CCSI,27992,22586310,17SEP1987,31DEC1989,1
CCSR,,,16FEB2006,16JUN2009,6
CCST,26551,20890110,18AUG1983,31DEC1986,1
CCT,48127,20265110,17SEP1981,13JUN1985,1
CCTC,25727,20483810,02NOV1979,03SEP1990,1
CCTC,25727,86792710,20SEP1990,09JAN1994,1
CCTC,25727,86792720,20JAN1994,22AUG1994,1
CCTI,82655,21662410,14DEC1995,06MAY1997,1
CCTV,11054,14287220,20OCT1988,29JAN2004,1
CCUD,,,19APR2007,13AUG2008,6
CCUF,,,19FEB2009,19MAR2010,6
CCUR,10017,20670910,20MAR1986,27SEP1988,1
CCUT,25671,20478420,20OCT1983,31DEC1984,1
CCUU,77928,20442910,19NOV1992,31DEC2018,1
CCVD,83633,14160K10,18JUL1996,24JAN1999,1
CCVD,83633,75024110,18FEB1999,02JUN2002,1
CCVD,83633,29266S10,20JUN2002,31DEC2018,1
CCVD,,,14MAR2019,,6
CCX,24600,12500510,02DEC1982,22FEB1994,1
CCXI,91891,19345930,15MAR2007,11FEB2014,1
CCXL,11004,21090410,17NOV1988,11MAY1995,1
CCXN,20117,12500610,20SEP1984,20JUL1988,1
CCXN,20117,00512510,18AUG1988,01OCT2018,1
CCXN,20117,53815P10,18OCT2018,31DEC2018,1
CCZ,,,17APR2003,04MAY2012,6
CD01,,,15APR2004,19JUL2017,6
CD01,16802,78418A30,20JUL2017,31DEC2018,1
CDA,38914,21236310,15JAN1976,02JUN1992,1
CDA,38914,15677T10,18JUN1992,01APR2001,1
CDA,89497,03875Q10,19APR2001,27SEP2013,1
CDAT,77882,21238F10,17SEP1992,22SEP1997,1
CDAY,17700,15677J10,14JUN2018,31DEC2018,1
CDBK,,,18DEC2008,19SEP2013,6
CDBL,89806,17285T10,14AUG2003,05MAR2009,1
CDBL,,,19MAR2009,31DEC2012,6
CDC,30744,20479530,20NOV1986,21SEP2007,1
CDCC,75617,16359410,15JUN1989,21APR1994,1
CDCF,,,20JUL2006,31DEC2012,6
CDCH,,,17OCT2002,10FEB2010,6
CDCK,27589,22411110,15SEP1977,30APR1986,1
CDCO,80313,17176810,19MAY1994,06FEB2002,1
CDCR,86626,16875710,16FEB1989,09OCT1991,1
CDCR,86626,16875720,14NOV1991,08MAY1998,1
CDCS,93003,12507Y10,20AUG2009,05OCT2011,1
CDCS,,,15MAR2012,31DEC2014,6
CDCX,,,20JUL2006,31DEC2018,6
CDD,22226,23112910,20JUL1978,20FEB1981,1
CDDO,88794,21037910,17JAN2002,16APR2002,1
CDDO,,,18APR2002,15MAY2004,6
CDE,22285,12738810,18JAN1979,09NOV1983,1
CDED,,,20FEB2003,15NOV2013,6
CDEN,84517,19034H10,20MAR1997,16JUL2001,1
CDEN,84517,19034H20,19JUL2001,06APR2004,1
CDEV,16021,15136A10,20OCT2016,31DEC2018,1
CDG,64899,13721910,19APR1984,13JUL1986,4
CDG2,69796,13721920,18JAN1990,17JUN1992,1
CDG2,64899,13721910,18JUN1992,18FEB1998,6
CDG2,69796,13721920,18JUN1992,18FEB1998,6
CDG2,69796,13721920,19FEB1998,19SEP2000,1
CDG2,69796,21036P10,19OCT2000,31DEC2018,1
CDGD,,,19FEB2004,01SEP2004,6
CDGF,,,14JUN2007,31DEC2016,6
CDGI,27482,22266210,17MAY1984,13SEP1991,1
CDHS,,,17APR2008,,6
CDI,45655,12507110,19FEB1987,12SEP2017,1
CDI1,84127,21238C10,14NOV1996,29MAR1999,1
CDIC,21371,14148710,15DEC1983,13FEB1994,1
CDIC,21371,14149Y10,17MAR1994,31DEC2018,1
CDII,26308,20591910,15MAR1984,18FEB1987,1
CDII,26308,69865310,23FEB1987,23JAN1990,1
CDIM,77494,14062810,18AUG1994,01SEP1997,1
CDIM,77494,15100P10,18SEP1997,02SEP1999,1
CDIR,80614,20601310,17AUG1995,15NOV2002,1
CDIS,85168,12791410,14AUG1997,05MAR2006,1
CDIS,85168,42330P10,16MAR2006,31DEC2018,1
CDIT,25850,20504210,14OCT1982,26JUN1984,1
CDK,14926,12508E10,20NOV2014,31DEC2018,1
CDKN,,,16SEP2004,30OCT2013,6
CDL,65525,17286210,15MAR1984,04JAN2000,1
CDL,87532,75540810,17JAN2002,31DEC2018,1
CDLA,,,19JUN2008,30SEP2010,6
CDLC,,,19NOV1998,01AUG2008,6
CDLI,82557,20902910,18JAN1996,14JUN2000,1
CDLI,82557,14983Y10,20JUL2000,16AUG2006,1
CDLX,17315,14161W10,15MAR2018,31DEC2018,1
CDMS,20571,12758710,20MAR1986,07MAR2007,1
CDNA,14797,14167L10,14AUG2014,31DEC2018,1
CDNR,91211,05203610,15JUN2006,08MAY2009,1
CDNW,85808,12508510,19MAR1998,22MAR1999,1
CDNW,85808,12508610,15APR1999,31AUG2000,1
CDO,61524,20033610,17JAN1980,12APR2002,1
CDO,,,18APR2002,10SEP2003,6
CDOT,86884,20467910,17JUN1999,10FEB2000,1
CDP1,80615,12509910,18AUG1994,25MAY1995,1
CDP1,80615,69046610,15JUN1995,09NOV1998,1
CDPD,80924,12512710,18DEC1997,21NOV1999,1
CDPD,80924,82966U10,16DEC1999,05AUG2008,1
CDPD,80924,82967N10,14AUG2008,14NOV2013,1
CDPD,80924,82968B10,19DEC2013,31DEC2018,1
CDPT,25815,20492810,20DEC1984,25JUL1986,1
CDR,85763,14174P10,20MAY1999,28JUN2000,1
CDR,85763,92930Y10,20JUL2000,30SEP2012,1
CDR,85763,92936U10,18OCT2012,31DEC2018,1
CDRM,80513,74044510,19DEC1996,27OCT1998,1
CDRM,,,17JUN1999,10SEP2003,6
CDS,68873,14160210,18SEP1986,17DEC1987,1
CDSG,27087,09367610,14JAN1988,29SEP1994,1
CDSI,88589,22539C10,18APR2002,15AUG2002,1
CDSI,,,17OCT2002,01SEP2004,6
CDSS,90124,17288Q10,30APR2004,04MAY2006,1
CDSS,,,15FEB2007,31DEC2010,6
CDT,30752,20674110,18JAN1979,10JUL1984,1
CDT1,11221,19564210,17NOV1994,07NOV1996,1
CDTC,79808,12692410,20JAN1994,15JUL2004,1
CDTC,79668,07745410,19AUG2004,31DEC2018,1
CDTI,82678,18449C10,16OCT2003,18JUN2007,1
CDTI,82678,18449C30,19JUL2007,17OCT2010,1
CDTI,82678,18449C40,18NOV2010,24JUL2016,1
CDTI,82678,18449C50,18AUG2016,14MAR2018,1
CDTI,82678,12514V10,15MAR2018,23SEP2018,1
CDTI,82678,12514V20,18OCT2018,04DEC2018,1
CDTR,,,18APR1996,04AUG2000,6
CDTS,79478,20678410,16SEP1993,17DEC2002,1
CDTX,15286,17175710,14MAY2015,31DEC2018,1
CDU,45997,21866110,20JUL1978,19JUN1986,1
CDU,,,14AUG1986,31DEC1987,6
CDV,69294,15782920,20NOV1986,30JUN1995,1
CDW,13949,12514G10,18JUL2013,31DEC2018,1
CDWC,79157,12512910,14OCT1993,17JUN2003,1
CDWC,79157,12512N10,19JUN2003,12OCT2007,1
CDWI,84412,12512W10,20AUG1998,09APR2001,1
CDWN,84600,19564H10,14AUG1997,14AUG2000,1
CDWN,84600,19574610,17AUG2000,18OCT2000,1
CDX,76513,14911110,18APR1991,01DEC2003,1
CDX,76513,14911310,18DEC2003,14SEP2005,1
CDXC,,,17JUL2008,13APR2016,6
CDXC,16007,17107740,25APR2016,31DEC2018,1
CDXI,,,15JAN2015,27MAR2018,6
CDXS,93345,19200510,20MAY2010,31DEC2018,1
CDYR,90519,14140U10,14MAR2013,22NOV2013,1
CDYR,,,19MAR2015,19SEP2019,6
CE1A,88908,15201P10,15APR2004,31DEC2018,1
CE1B,10769,15241810,15APR2004,11AUG2012,1
CE1E,90082,15568510,15APR2004,31DEC2018,1
CE1H,,,15APR2004,15MAY2004,6
CE2,11170,13019010,16MAR1989,02APR1996,1
CE2,11170,12946610,18APR1996,14MAR1999,1
CE2,11170,59562V10,18MAR1999,14MAR2000,1
CEA,25750,15717710,15JAN1976,03MAR1986,1
CEA1,84576,16937R10,18JUN1998,31AUG2018,1
CEAQ,,,20OCT2005,14APR2010,6
CEAQ,93313,03740A10,15APR2010,15MAY2017,1
CEAS,50040,20029110,15JAN1976,08JAN1982,1
CEBC,10961,15133T10,19OCT1995,15NOV2002,1
CEC,48522,15718610,15APR1982,13JUL1988,1
CEC1,85724,14166510,19MAR1998,31DEC2018,1
CECB,,,20MAR2003,18MAY2007,6
CECI,,,18JUL2002,15MAY2004,6
CECO,76332,20290210,20AUG1992,18MAR1996,1
CECO,76332,20290230,18APR1996,01MAY1996,1
CECX,54245,14844930,20MAR1997,13FEB2006,1
CED,86249,15343510,17SEP1998,11APR2013,1
CED,,,18APR2013,31DEC2016,6
CED2,10952,15043A10,18OCT2001,04AUG2003,1
CED2,10952,15060210,14AUG2003,19OCT2003,1
CED2,10952,15060220,20NOV2003,31DEC2018,1
CEDA,92970,16938Y20,20JUL2009,26SEP2011,1
CEDA,92970,16938Y30,20OCT2011,28DEC2011,1
CEDC,86450,14887710,20FEB1986,24AUG1988,1
CEDR,21857,15050110,20OCT1977,29JUL1983,1
CEDU,92458,16945L10,20DEC2007,23APR2014,1
CEE,64725,12652010,17SEP1981,21NOV1989,1
CEF,84382,16361A10,16JAN1997,06NOV2002,1
CEFC,69251,15350110,14APR2005,31AUG2009,2
CEFT,26332,20618910,16OCT1986,26FEB1992,1
CEFT,26332,20619710,14MAY1992,26FEB2004,1
CEGE,78815,15092110,20MAY1993,14OCT2009,1
CEGI,90245,20061Q10,15JUL2004,13NOV2008,1
CEHI,,,20MAY2004,31DEC2014,6
CEI,80417,22575610,15DEC1994,03AUG2007,1
CEI2,90380,37373P10,18NOV2004,27AUG2010,2
CEIX,17039,20854L10,14DEC2017,31DEC2018,1
CEL,17338,15100910,01JUL1982,17JUN1983,1
CEL1,80687,40049W30,17NOV1994,29FEB2000,1
CEL1,87147,40050B10,16AUG2001,11MAY2003,5
CEL1,87147,40050B20,12MAY2003,19SEP2005,1
CEL2,80439,96683P10,20APR1995,14SEP1995,1
CEL2,80439,10947310,19OCT1995,26JUN2002,1
CEL2,80439,10947340,18JUL2002,15OCT2012,1
CELA,87296,D1497A10,14DEC2000,01JUN2004,1
CELA,,,17JUN2004,31DEC2007,6
CELG,11552,15102010,20OCT1988,31DEC2018,1
CELI,,,17JUL2008,27JAN2010,6
CELL,11641,15091110,20JUL1989,13NOV1991,1
CELL,11641,00912810,22NOV1991,06APR1992,1
CELL,11641,00912830,18MAR1993,20APR2017,1
CELM,91813,M2196U10,15FEB2007,31DEC2018,1
CELN,21873,15103310,17AUG1989,02JUL1993,1
CELP,14380,23275110,20FEB2014,31DEC2018,1
CELS,10439,15116310,15MAR1990,28FEB1994,1
CELS,10439,20260410,17MAR1994,09FEB1998,1
CELS,10439,20260420,15OCT1998,06JAN2000,1
CEM,30736,20452510,17JUN1982,04NOV1985,1
CEMC,61795,15662030,17JAN1991,15OCT1992,1
CEMG,,,18NOV1993,13MAR2002,6
CEMG,92118,20440988,12JUN2007,31DEC2018,3
CEMI,,,20OCT2005,15MAR2006,6
CEMI,13453,16357220,07JUN2012,31DEC2018,1
CEMM,93227,16890A20,18FEB2010,30MAR2011,1
CEMP,13263,15130J10,15MAR2012,05NOV2017,1
CEMP,13263,58549G10,16NOV2017,31DEC2018,1
CEMP,,,14MAR2019,,6
CEMT,,,16MAR1995,29SEP2009,6
CEMX,10456,12516510,16OCT1986,20APR2000,1
CEN,58173,15640210,15JAN1976,28APR1988,1
CEN,58173,28263610,19MAY1988,17SEP1999,1
CEN2,77780,15352710,14OCT1993,31DEC2018,1
CEN2/1,91815,15352720,15FEB2007,31DEC2018,1
CEN3,84295,15643310,18SEP1997,17MAY2001,1
CENB,22243,15626010,15JAN1976,30AUG1985,1
CENF,77024,15131U10,19DEC1991,21APR1998,1
CENI,80701,20701510,15NOV2001,01MAR2002,1
CENL,89926,15349110,19FEB2004,27NOV2006,1
CENT,22270,15641010,19AUG1982,19JAN1984,1
CENX,83244,15643110,16MAY1996,31DEC2018,1
CEO,88888,12613210,15NOV2001,31DEC2018,1
CEON,83489,15691610,17OCT1996,30DEC1998,1
CEP,68355,21257610,19JUN1986,09DEC1990,1
CEP,68355,21257710,20DEC1990,22OCT1997,1
CEPH,76625,15670810,18JUL1991,13OCT2011,1
CEPL,91845,21038E10,14DEC2006,05OCT2014,1
CEPL,91845,79971A10,16OCT2014,08MAR2015,1
CEPL,91845,79971C10,19MAR2015,03AUG2015,1
CEPL,91845,79971C20,20AUG2015,31DEC2018,1
CEPO,,,19MAY2005,15NOV2007,6
CEPP,,,19JUL2007,31DEC2009,6
CEPU,90520,15087010,17FEB2005,31DEC2018,1
CEQ1,75042,15133R10,20APR1989,28OCT1992,1
CER,24117,15364510,16JUN1977,06MAY1985,1
CER,24117,17179410,16MAY1985,18OCT1999,1
CERC,15833,15671L10,17DEC2015,31DEC2018,1
CERE,13264,15677310,19APR2012,08APR2015,1
CERE,13264,15677340,16APR2015,29JUL2016,1
CERI,86956,14008M10,15JUL1999,01AUG2004,1
CERI,86956,94107510,19AUG2004,29JUN2006,1
CERI,86956,94107520,20JUL2006,01JUL2010,1
CERN,10909,15678210,16APR1987,31DEC2018,1
CERP,,,14DEC2006,17MAR2010,6
CERP,93346,15673230,13APR2010,14DEC2012,1
CERS,84413,15708510,20MAR1997,31DEC2018,1
CERU,14591,15708Q10,15MAY2014,19JUL2017,1
CERU,14591,23666P10,20JUL2017,31DEC2018,1
CES,57277,20280010,11MAY1981,24AUG1999,1
CESC,25882,20509010,16JUN1983,10FEB1989,1
CESH,76510,12517510,14MAR1991,29JUN1997,1
CESH,76510,12517530,17JUL1997,01MAY2000,1
CESH,76510,53224410,18MAY2000,31JUL2001,1
CESI,24468,19239110,15MAR1984,31JUL1986,1
CET,91107,13751310,16FEB2006,11JAN2008,2
CETH,11718,14888310,20OCT1988,01APR1990,1
CETH,11718,91307210,19APR1990,07DEC1993,1
CETV,80962,G2004510,19JAN1995,14DEC1999,1
CETV,80962,G2004520,16DEC1999,31DEC2018,1
CEUM,78673,15642B10,20OCT1988,16FEB1991,1
CEUS,79158,12776210,14OCT1993,05NOV1997,1
CEV,86552,27826F10,17JUL2003,16NOV2006,1
CEXC,,,15JUL2010,14APR2011,6
CEXI,,,16AUG2007,06OCT2008,6
CEXP,80925,21988810,17NOV1994,28OCT1999,1
CEXX,86642,17256210,17JUL1986,31DEC1989,1
CEY,89003,15688010,19JUL2001,31JAN2006,1
CEY,89003,31620M10,16FEB2006,31DEC2018,1
CF,56354,19484610,17NOV1977,17MAR1991,1
CF,56354,19484510,18APR1991,06MAY1991,1
CF,56354,83013910,16MAY1991,03SEP2001,1
CF,56354,98160A10,18OCT2001,22SEP2005,1
CFA,65189,20490910,20OCT1983,30APR1991,1
CFAC,83635,15347010,19SEP1996,04JUN1999,1
CFAM,85276,22003R10,18SEP1997,24JUL1998,1
CFB,60601,17461910,20OCT1983,30SEP1994,1
CFBC,85169,20391310,18SEP1997,02NOV2001,1
CFBI,27888,22989910,19AUG1982,31DEC2018,1
CFBK,20694,13022110,18AUG1988,01NOV1988,1
CFBK,20694,90530410,17NOV1988,01APR1996,1
CFBK,20694,90890610,18APR1996,03NOV2008,1
CFBN,79372,12519710,19OCT1995,29AUG1996,1
CFBS,22075,15346910,01JUN1979,15DEC1997,1
CFBX,76789,20390210,16APR1992,29OCT2004,1
CFCC,21689,14641510,16FEB1984,16AUG1987,1
CFCC,,,20AUG1987,16SEP1987,6
CFCC,21689,14631710,17SEP1987,05AUG1988,1
CFCI,82558,12525210,14DEC1995,06SEP2006,1
CFCN,86861,20164710,19DEC1985,02DEC2005,1
CFCX,,,16OCT2003,15FEB2004,6
CFD,86221,20847A10,18SEP2003,13NOV2003,1
CFDY,23756,17456610,15SEP1977,27FEB1987,1
CFE1,11991,16121810,14MAR1991,31OCT1994,1
CFER,10965,20690130,14FEB1991,15MAR1995,1
CFF,90829,12526910,18AUG2005,31DEC2018,1
CFFC,83444,17462310,15AUG1996,31MAR2005,1
CFFI,85725,12466Q10,17JAN2002,26JAN2018,1
CFFN,86820,14057C10,15APR1999,21DEC2010,1
CFFN,86820,14057J10,20JAN2011,31DEC2018,1
CFFS,86773,19790110,19FEB1987,03NOV1995,1
CFG,14889,17461010,16OCT2014,31DEC2018,1
CFHL,89906,19035410,15JAN2004,30NOV2007,1
CFI,70439,12802720,17SEP1987,17JAN1990,1
CFI,70439,12525L10,26JAN1990,19OCT1993,1
CFIC,81688,20364V10,14MAR1996,02NOV2001,1
CFIN,26682,21052010,20OCT1988,29MAY1998,1
CFIP,86239,12518510,20AUG1987,31MAY1991,1
CFIX,23027,16361110,15MAR1984,10FEB1994,1
CFIX,,,14OCT1999,10SEP2003,6
CFK,65891,20280910,19APR1984,06AUG1984,1
CFK,65891,20038010,16AUG1984,09NOV1990,1
CFKY,85968,19764R10,19NOV1998,05NOV2001,1
CFL,92801,10969910,20NOV2008,13MAY2010,1
CFLO,82559,14190610,14DEC1995,23JUL1997,1
CFLW,87377,12694610,16DEC1999,20AUG2002,1
CFLW,87377,09534T50,19SEP2002,15FEB2012,1
CFLX,77419,23126310,16JUL1992,08JUL1994,1
CFMI,27028,21246510,15MAR1984,15NOV1988,1
CFMS,15496,20717E10,20AUG2015,31DEC2018,1
CFMT,83637,12525K10,18JUL1996,29DEC2000,1
CFN,82791,21075V10,18APR1996,04JAN2000,1
CFNC,84199,14387410,18SEP1997,10APR2000,1
CFNE,23545,17256510,16JUL1987,30JUL1993,1
CFNH,11120,16540210,15OCT1987,21APR1994,1
CFNH,11120,12525V10,19MAY1994,09APR1998,1
CFNL,86250,14149F10,18FEB1999,21APR2017,1
CFNV,78545,15234710,19DEC1985,13MAY1988,1
CFOK,,,16OCT2003,01JUN2004,6
CFON,80803,87612N10,19JAN1995,21AUG1996,4
CFON,80803,12616P10,22AUG1996,08JAN2001,1
CFP,92267,21925C10,20SEP2007,19SEP2013,1
CFPC,,,17FEB2005,10DEC2007,6
CFPE,,,19SEP1996,04AUG2000,6
CFPR,13329,12769A10,17MAY2012,08NOV2018,1
CFR,75893,12627J10,20DEC1990,27MAR1997,1
CFRF,,,14JUN2007,,6
CFRX,14927,21232610,16OCT2014,31DEC2018,1
CFS,68523,20038K10,20AUG1998,23SEP2010,1
CFS1,86204,12490310,17APR1986,13MAY1993,1
CFS2,76205,12492710,20AUG1992,08JUL1999,1
CFSB,24812,19764010,14JUN1984,29APR1988,1
CFSC,20160,12525610,15JAN1976,16NOV1984,1
CFSD,21283,14057210,09MAY1984,14OCT1987,1
CFSD,21283,31941810,01JUL1988,02OCT1989,1
CFSF,24177,19035010,20SEP1984,16MAR1989,1
CFSG,75050,21724810,14JAN1988,28DEC1988,1
CFSI,90278,19458M10,19AUG2004,01MAR2006,1
CFSL,88974,16643510,20MAR2003,22APR2004,1
CFTP,83245,20364Q10,16MAY1996,19NOV1999,1
CFUR,24388,19156310,17APR1986,31MAY1987,1
CFVR,,,19SEP1991,,6
CFWC,80703,12492310,15DEC1994,05DEC2000,1
CFWC,80703,67019U10,14DEC2000,12MAR2003,1
CFWC,,,20MAR2003,31DEC2003,6
CFWY,84200,20923210,19DEC1996,03OCT2002,1
CFWY,,,20MAR2003,15MAY2004,6
CFXX,92648,19401410,15MAY2008,31DEC2018,1
CG,11340,19764810,14OCT1976,01NOV2000,1
CGAC,20168,12525810,20OCT1983,16NOV1983,1
CGAC,20168,12526210,17JAN1984,02NOV1984,1
CGBD,16780,87228010,20JUL2017,31DEC2018,1
CGC,56952,14733910,15JUN1978,02JUL2007,1
CGCA,,,17SEP2009,31MAY2014,6
CGCG,13405,14309L10,14JUN2012,31DEC2018,1
CGCP,83490,14159K10,20JUN1996,17MAR1999,1
CGD,,,20MAR2003,17FEB2010,6
CGD,93238,14018Y20,18FEB2010,08APR2011,2
CGDF,,,20MAY2004,17JUN2009,6
CGDF,92942,83088420,26JUN2009,16NOV2009,1
CGDF,92942,83088430,19NOV2009,20JUN2013,1
CGDI,,,18SEP2008,31DEC2016,6
CGEN,24556,19419410,19AUG1982,01SEP1999,1
CGEO,,,19SEP1996,30AUG2012,6
CGES,24679,19567410,19DEC1985,31AUG1999,1
CGF,79435,14441E10,14OCT1993,16APR1999,1
CGFA,,,18AUG2011,28MAR2013,6
CGFC,79076,21777510,20MAY1993,31MAY1995,1
CGFD,,,17MAY2007,13AUG2009,6
CGG,11164,16789810,15JAN1976,30DEC1986,1
CGGI,82253,14077710,19OCT1995,21SEP2001,1
CGGI,,,20MAR2003,10SEP2003,6
CGI,90608,12531810,19JAN2006,15MAR2006,1
CGI,90608,88409N10,16MAR2006,30SEP2008,1
CGI,90608,50074710,16OCT2008,30JUL2009,1
CGI,90608,46122W10,20AUG2009,12DEC2010,1
CGI,90608,46122W20,16DEC2010,31DEC2018,1
CGIC,86992,21144710,20OCT1988,29MAR1990,1
CGII,85969,23115710,18JUN1998,16JUN2000,1
CGIX,82560,14349710,18JAN1996,04NOV1998,1
CGL,56602,12770310,15JAN1987,09NOV2010,1
CGLC,89303,54042420,14FEB2002,09JUN2008,1
CGLC,17279,54414710,19JUN2008,11JUN2015,1
CGLD,87225,23246N10,18NOV1999,07AUG2000,1
CGM,50681,20758620,15JAN1976,18AUG1981,1
CGM1,81288,20719510,16MAR1995,15FEB2008,1
CGM1,,,20MAR2008,11MAR2010,6
CGMV,80314,15033230,19JAN1995,31JUL1996,1
CGMV,80314,25719210,15AUG1996,15OCT1998,1
CGMV,,,18MAY2000,10SEP2003,6
CGMZ,,,17SEP1987,18FEB2004,6
CGMZ,13694,16402410,16NOV2012,31DEC2018,1
CGN,64901,19243210,16JUL1981,03JAN2007,1
CGN,64901,88409U10,18JAN2007,18MAR2008,1
CGN,,,20MAR2008,28OCT2008,6
CGNE,10462,12959810,20NOV1986,20MAY1997,1
CGNO,,,20DEC2007,31JUL2015,6
CGNS,,,20MAY2004,15OCT2013,6
CGNT,,,15APR2004,20AUG2004,6
CGNX,75654,19242210,19OCT1989,31DEC2018,1
CGO,90919,12811810,17NOV2005,14JAN2010,1
CGOL,76322,16122P10,15NOV1990,05APR1994,1
CGOL,76322,04516H10,14APR1994,31OCT2008,1
CGP,38893,19055610,16DEC1976,14JUN1978,4
CGP,38893,19044110,02JAN1980,29JAN2001,1
CGP,,,15FEB2001,31DEC2002,6
CGPA,,,15APR2004,01SEP2004,6
CGPI,83638,19419B10,15AUG1996,10APR2008,1
CGPV,,,15NOV2007,,6
CGRB,92459,22208310,07DEC2007,10JUL2009,1
CGRC,89951,18287310,19MAY2005,31OCT2013,2
CGRC,,,14NOV2013,,6
CGRM,77025,15231710,20FEB1992,26JUL2000,1
CGRO,,,15DEC1994,20SEP1996,6
CGRP,76707,19046510,15AUG1991,21MAY1995,1
CGRP,76707,19049510,15JUN1995,31DEC1998,1
CGRP,,,19AUG1999,18OCT1999,6
CGS,30816,20970510,20JUL1978,30NOV1987,1
CGSY,,,15MAY2008,15DEC2011,6
CGTK,90025,21872P10,18MAR2004,15DEC2005,1
CGTK,90025,21872P50,19JAN2006,21JUN2006,1
CGTK,90025,03460L10,20JUL2006,05JAN2010,1
CGTK,,,18MAR2010,31DEC2013,6
CGTV,,,20MAR1997,02APR2010,6
CGU,80744,22124010,14DEC1995,30SEP1997,1
CGU,80744,98927010,16OCT1997,16APR1998,1
CGW,80173,22671410,17NOV1994,20JUN2005,1
CGXE,,,17JAN2008,20JUL2009,6
CGXP,,,20MAR2008,31DEC2013,6
CGY,79669,14018K10,18NOV1993,20DEC1995,1
CH,61727,15862710,18AUG1983,20MAR1989,1
CH1W,,,15APR2004,15NOV2006,6
CH1Y,85539,15976510,15APR2004,31DEC2018,1
CH20,82542,16150R10,15APR2004,31DEC2018,1
CH28,,,15APR2004,22JAN2014,6
CH99,16758,23216510,15JAN1976,02JAN1979,1
CHA,21397,15852510,15JAN1976,20JUN2000,1
CHA1,78952,16172310,14NOV1996,19AUG1998,1
CHAC,,,17AUG2006,16DEC2009,6
CHAC,12310,16948W10,13SEP2010,31DEC2018,1
CHAI,77913,53215M10,18AUG1994,28AUG1998,1
CHAI,,,19MAY2005,15DEC2015,6
CHAN,78594,15905710,14JUL1988,28MAR2001,1
CHAP,90802,15942310,18AUG2005,14SEP2007,1
CHAR,22673,15942020,18AUG1983,22APR1999,1
CHAR,22673,15942030,20MAY1999,08AUG2001,1
CHAR,,,20MAY2004,31DEC2007,6
CHAS,85970,16169710,20AUG1998,31MAR2000,1
CHAT,22892,16208740,14MAY1981,31DEC1987,1
CHB,41419,15850110,15JAN1976,28JUN1987,1
CHB,41419,15849610,16JUL1987,13NOV2009,1
CHB,,,19NOV2009,31DEC2012,6
CHBD,,,17OCT2002,07OCT2010,6
CHBH,,,17JUN2004,25OCT2005,6
CHBT,92806,16937B10,23OCT2008,15JUN2011,1
CHBU,,,18OCT2007,30JUN2009,6
CHC,81122,15850B10,15FEB1996,15AUG1996,1
CHC,83829,69889110,19SEP1996,16MAY2000,1
CHC,,,14DEC2000,10SEP2003,6
CHC1,76186,16888710,15NOV1990,15SEP1994,1
CHC3,85420,16090810,17JUN1999,02APR2007,1
CHC3,85420,15188T10,19APR2007,05DEC2008,1
CHC3,,,18DEC2008,16APR2010,6
CHCC,78962,20366010,20MAY1993,06JAN1995,1
CHCI,90476,20568410,16DEC2004,27SEP2015,1
CHCI,90476,20568420,15OCT2015,22NOV2016,1
CHCO,11442,17783510,16NOV1995,31DEC2018,1
CHCR,22593,15882810,16AUG1984,27JAN1994,1
CHCR,,,19SEP1996,02NOV2001,6
CHCS,78963,16861510,20MAY1993,31DEC2018,1
CHCT,15343,20369C10,18JUN2015,31DEC2018,1
